id,title,status,stated_by,source,claim,has_non_manual_test,verified_by,note,opinion,decision
R-296,Certifications import matches by employee ref and training name,uncovered,maintainer,§19.85,"Each row records that a person holds a training. The person is matched by employee ref (an ambiguous ref is refused); the training by name among skills owned on the person's own branch. A held training is updated, an unheld one granted; the CSV is authoritative for sign-off, certified and expiry dates and a malformed date is refused. Both trainings and certification imports gate on admin-anywhere, so a site admin imports their own plant.",no,,Driven in the browser only.,add-test (vitest): the ambiguous-employee-ref refusal is the trickiest part and most worth pinning specifically.,
R-297,The matrix shows one column per training,covered,maintainer,§19.86,"The training matrix is one row per person and one column per training (Layout A, like the paper skills matrix), status at a glance.",yes,vitest | src/test/matrix.test.ts | cases 22 tests,,Solid.,
R-298,The matrix header is the hierarchy up to the top,covered,maintainer,§19.86,"Each training sits under the node that owns it and the header climbs from the highest level in view down to that owner; a node that owns trainings and has children shows its own under a ""<node> · <level>-wide"" bucket beside its children. With no node above the plants they sit side by side with no invented root.",yes,vitest | src/test/matrix.test.ts | cases 22 tests (buildColumns),,Solid.,
R-299,Matrix filters cascade and are scoped by what you can read,uncovered,agent,§19.86,The plant chooser is the shared admin filter; the panel adds an area-then-line cascade and a multi-select over operators. There is no per-role special-casing: the node set is RLS-scoped so a supervisor simply has fewer nodes to filter by.,no,,,"add-test (sql/vitest): the ""no per-role special-casing, RLS decides"" design claim is worth pinning with a supervisor-vs-admin comparison test.",
R-300,"Cell states and glyphs: trained, expiring, expired, not trained, N/A",covered,maintainer,§19.86,"A cell is Trained `✓` when a record exists, Expiring `▲` within the window (30 days for now), Expired `↻`, Not trained `×`, or N/A when the training's owner is not on the person's branch. `×` means never trained and `↻` means lapsed; the two must never read alike.",yes,vitest | src/test/matrix.test.ts | cases 22 tests (cellStateFor),,"Solid, and the ×/↻ never-confused pin is a good specific detail.",
R-301,"Record in place, and never a tick the server would refuse",uncovered,maintainer,§19.86,"A cell opens a form that grants or edits the record without leaving the grid. Applicability is `isAtOrBelow` on the ltree path, the same test the server runs; the grid never offers a cell `app_guard_operator_skill_scope` would refuse, and edit rights mirror `app_can_edit_operator` failing open so the write-error contract answers.",no,,,"add-test (vitest/sql), and treat as a real priority: this is exactly the codebase's own documented pattern (""the same test the server runs"") in an area with a history of exactly this class of bug (DEF-0002).",
R-302,The Operators tab is a single matrix keyed on places,covered,maintainer,§19.87,"The per-operator view is one places grid down to the cell level, with the header climbing plant → area → line and each schedulable place a column under its parent. Each cell carries the three-state verdict as a `✓` / `×` / `⚠` chip, `×` and `⚠` never confused, with the reason in the hover title and hidden hint. The chip, legend and record popover are shared with the Matrix tab through `matrixCells.tsx`.",yes,vitest | src/test/operatorsPanel.test.tsx | cases O1–O6,,Solid.,
R-303,A place cell opens a chooser of trainings to record,covered,maintainer,§19.87,"Clicking a place cell lists the trainings gating that cell that are missing (Record) or expiring (Renew) and hands off to the shared record popover in place, which grants or edits with three optional independent facts and a free-text, trimmed signer plus the org. Only a training that applies to the person is offered; one owned off their branch is named ""owned elsewhere"" and not offered. A `✓` cell says ""Trained for this cell."" Editing or removing a still-valid training is the Matrix tab's job.",yes,vitest | src/test/operatorsPanel.test.tsx | cases O19–O29,,Solid.,
R-304,The matrix remembers its viewer's window and scope,covered,maintainer,§19.86,"The ""expiring soon"" window is a per-viewer setting of 30 / 60 / 90 days, not a constant, feeding `buildMatrix`'s `windowDays`. It and the area / line scope are remembered per viewer (per org) the way the plant filter is — a guarded, org-scoped `localStorage` value that folds a corrupt or out-of-range store back onto the default and never takes the screen down. The operator multi-select is deliberately session-only. When the grid is empty it names which absence it is — no trainings, no operators, or none selected — each with its own fix.",yes,vitest | src/test/matrixPrefs.test.ts | cases MP1–MP16,,Solid.,
R-305,Site admins and supervisors get the matrix's hierarchy filters,covered,maintainer,"the maintainer, 2 Sept (in session)","The area / line cascade anchors on what the reader can see, not on the plant chooser — which appears only for a reader of more than one plant. A site admin or supervisor with a single readable root gets the cascade under that root (its own level words as labels); a supervisor whose top is an area anchors on the area. A multi-plant system admin at ""All plants"" still gets no area cascade until a plant is picked, since it would otherwise be ambiguous.",yes,"vitest | src/test/matrixPrefs.test.ts | cases MP17–MP23 (readableRootIds / cascadeBaseId) ;; screen | Signed in against the dev_demo cast and opened the Matrix section as each role. dana (site admin, Plant A) and ana (supervisor, Line 1) each gained a hierarchy filter labelled with their own level word (Department, Work cell) where before they had none; admin (system) still shows only the window until a plant is picked.",,"Solid, and the manual ""screen"" check paired with automated tests is a nice belt-and-suspenders combo.",
R-306,A shift pattern's Edit is the one door — it opens the whole pattern and Cancel closes it,covered,maintainer,"the maintainer, 2 Sept (in session)","Editing a shift pattern opens its name, its owner, and its shifts and breaks together — one button that reveals everything editable about the pattern, not a rename that leaves the times behind a separate click. Cancel closes everything Edit opened — the name/owner editor AND the shifts — since Edit is one door in. Reverses D106's narrow-Edit scoping at the maintainer's request. And it is the ONLY door: the pattern name is plain text, not a second toggle. It used to expand the shifts on its own, which left the Edit button reading ""Edit"" over an already-open row — two controls disagreeing about one row (the maintainer, 2 Sept). So the disclosure now lives on the Edit button alone, which carries aria-expanded; the name opens nothing.",yes,"vitest | src/test/shiftsPanel.test.tsx | cases S13 (Edit opens name + shifts), S13b (Cancel closes both), S13c (name is plain text; Edit is the sole opener, carrying aria-expanded) ;; screen | As the company admin, clicked Edit on a pattern: the name and Owned-by fields opened and the pattern expanded to its shifts and breaks. Cancel then collapsed both back. The pattern name no longer responded to a click — only Edit opened the row.",,Solid.,
